9.85388,0.6987,9.6078,2.03937,9.86704,1.07714,1.31583,WatchTV	
9.9966,0.09806,9.89444,0.14888,9.87739,0.06896,0.23484,WatchTV	
10.02993,0.04031,9.90713,0.07553,9.88449,0.03842,0.1687,WatchTV	
10.0501,0.03016,9.9141,0.06652,9.89093,0.04194,0.161,WatchTV	
10.06998,0.04227,9.92357,0.0465,9.89523,0.0315,0.1591,WatchTV	
10.08588,0.0277,9.92248,0.02539,9.88639,0.03111,0.1666,WatchTV	
10.09836,0.1974,9.92769,0.13087,9.89517,0.06006,0.25906,WatchTV	
10.1024,0.08224,9.92939,0.07263,9.90746,0.04729,0.18103,WatchTV	
10.12448,0.2496,9.97761,0.271,9.90162,0.2628,0.40369,WatchTV	
10.10168,0.28129,9.98552,0.65106,9.8954,0.27198,0.61831,WatchTV	
10.14347,0.10173,9.94795,0.13833,9.88042,0.07418,0.23574,WatchTV	
10.11547,0.03922,9.93496,0.02558,9.88857,0.03383,0.17807,WatchTV	
10.11465,0.02996,9.94844,0.03467,9.87951,0.03588,0.18019,WatchTV	
10.09685,0.08184,9.94911,0.06774,9.8931,0.04904,0.18506,WatchTV	
10.08861,0.17854,9.98261,0.3115,9.89069,0.18856,0.37725,WatchTV	
10.12294,0.07604,9.95031,0.06118,9.92053,0.05887,0.18307,WatchTV	
10.14304,0.75767,9.56031,1.07681,9.81651,0.46253,1.11297,WatchTV	
10.13773,0.13169,9.9225,0.1942,9.8898,0.09151,0.29573,WatchTV	
9.51478,1.74277,10.51515,3.75948,9.48592,2.52775,3.99236,WatchTV	
10.27703,0.44958,10.12175,0.78984,10.03463,0.56004,0.79518,WatchTV	
10.10362,0.28674,10.00818,0.19276,9.83348,0.27105,0.37393,WatchTV	
10.1582,0.14773,10.05083,0.14449,9.92316,0.20259,0.28781,WatchTV	
10.09764,0.05622,10.0094,0.04375,9.86882,0.06597,0.18068,WatchTV	
10.09502,0.07928,10.005,0.03279,9.86758,0.05003,0.18258,WatchTV	
10.09998,0.05506,10.00177,0.04186,9.85775,0.06508,0.19157,WatchTV	
10.07772,0.07666,10.00986,0.04829,9.85825,0.05552,0.1862,WatchTV	
10.07752,0.06664,10.00204,0.04036,9.87824,0.04985,0.16235,WatchTV	
10.08077,0.0877,10.00824,0.05857,9.8762,0.06624,0.18052,WatchTV	
10.07587,0.06799,10.00531,0.04027,9.87558,0.05718,0.16597,WatchTV	
10.07033,0.06427,9.99765,0.03106,9.87358,0.04886,0.16299,WatchTV	
